Id,Full name,Age,Gender,Device type,Ad position,Browsing history,Time of day,Click
5642,User9442,57,Non-Binary,Tablet,Bottom,News,Morning,0
5640,User944,57,Male,Mobile,Top,News,Evening,0
5639,User9431,33,Male,Tablet,Top,Shopping,Afternoon,0
5637,User9430,33,Male,Tablet,Top,News,Morning,0
5635,User9425,40,Male,Mobile,Bottom,Entertainment,Morning,0
5634,User9423,39,Male,Desktop,Top,Entertainment,Morning,0
5631,User9422,64,Male,Mobile,Top,Education,Night,0
5630,User9420,64,Male,Tablet,Bottom,Shopping,Night,0
5629,User9409,64,Male,Tablet,Bottom,Shopping,Night,1
5629,User9412,64,Male,Tablet,Top,Shopping,Night,1
5629,User9413,64,Male,Tablet,Top,Shopping,Night,1
5629,User9414,64,Male,Tablet,Top,Shopping,Night,1
5629,User9418,64,Male,Tablet,Top,Shopping,Night,1
5629,User9419,64,Male,Tablet,Top,Shopping,Night,1
5627,User9408,22,Male,Mobile,Bottom,Social Media,Morning,0
5626,User9407,22,Male,Tablet,Top,Shopping,Afternoon,0
5624,User9400,22,Male,Mobile,Top,Shopping,Afternoon,0
5623,User9395,53,Male,Desktop,Side,Shopping,Morning,1
5623,User9397,53,Male,Desktop,Side,Shopping,Morning,1
5623,User9399,53,Male,Desktop,Side,Shopping,Morning,1
5623,User940,53,Male,Desktop,Side,Shopping,Morning,1
5620,User9394,53,Female,Desktop,Side,Entertainment,Evening,0
5618,User9389,53,Female,Desktop,Side,Entertainment,Evening,0
5611,User9383,32,Female,Desktop,Side,News,Afternoon,0
5609,User9381,28,Female,Mobile,Bottom,Shopping,Afternoon,0
5605,User9379,28,Female,Mobile,Side,Social Media,Evening,0
5596,User9348,28,Female,Tablet,Top,Social Media,Afternoon,1
5596,User9358,43,Female,Tablet,Top,Social Media,Afternoon,1
5596,User936,43,Female,Tablet,Top,Social Media,Afternoon,1
5596,User9361,43,Female,Tablet,Top,Social Media,Afternoon,1
5596,User9362,43,Female,Tablet,Top,Social Media,Afternoon,1
5596,User9363,43,Female,Tablet,Top,Social Media,Afternoon,1
5596,User9367,43,Female,Tablet,Top,Social Media,Afternoon,1
5596,User9373,43,Female,Tablet,Top,Social Media,Afternoon,1
5592,User9347,43,Male,Desktop,Top,Social Media,Evening,0
5590,User9346,43,Non-Binary,Mobile,Side,Social Media,Evening,0
5589,User9344,53,Non-Binary,Tablet,Side,Social Media,Evening,0
5586,User9341,53,Female,Tablet,Side,Social Media,Afternoon,0
5580,User9337,58,Female,Mobile,Side,Social Media,Morning,0
5579,User9311,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9313,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9320,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9326,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User933,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9330,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9333,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9334,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5579,User9335,58,Non-Binary,Mobile,Side,Shopping,Evening,1
5577,User9307,43,Non-Binary,Mobile,Side,Shopping,Evening,0
5576,User9306,43,Non-Binary,Mobile,Top,Shopping,Night,0
5574,User9270,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9272,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9276,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9278,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User928,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User929,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9290,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9294,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9296,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9303,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5574,User9304,52,Female,Desktop,Bottom,Shopping,Afternoon,1
5572,User9268,48,Female,Desktop,Top,Shopping,Night,0
5571,User9267,48,Female,Desktop,Side,Shopping,Evening,0
5569,User9261,48,Female,Mobile,Bottom,Shopping,Afternoon,1
5569,User9265,48,Female,Mobile,Bottom,Shopping,Afternoon,1
5569,User9266,48,Female,Mobile,Bottom,Shopping,Afternoon,1
5567,User9260,48,Non-Binary,Tablet,Side,Shopping,Afternoon,0
5566,User9234,48,Non-Binary,Mobile,Side,Social Media,Morning,1
5566,User9238,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User9239,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User924,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User9245,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User925,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User9251,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User9253,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5566,User9255,48,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5564,User9231,48,Non-Binary,Desktop,Bottom,Social Media,Afternoon,0
5559,User923,50,Non-Binary,Desktop,Bottom,Social Media,Afternoon,0
5557,User9228,50,Female,Desktop,Side,News,Afternoon,0
5544,User9227,50,Male,Desktop,Side,News,Afternoon,0
5543,User9223,50,Non-Binary,Desktop,Bottom,News,Afternoon,0
5535,User922,32,Non-Binary,Desktop,Bottom,News,Night,0
5533,User9218,22,Male,Tablet,Bottom,News,Afternoon,0
5531,User9196,34,Male,Desktop,Top,News,Afternoon,1
5531,User92,34,Male,Desktop,Top,News,Night,1
5531,User920,34,Male,Desktop,Top,News,Night,1
5531,User9200,34,Male,Desktop,Top,News,Night,1
5531,User9202,34,Male,Desktop,Top,News,Night,1
5531,User9204,34,Male,Desktop,Top,News,Night,1
5531,User9206,34,Male,Desktop,Top,News,Night,1
5531,User9207,34,Male,Desktop,Top,News,Night,1
5531,User9212,34,Male,Desktop,Top,News,Night,1
5531,User9215,34,Male,Desktop,Top,News,Night,1
5529,User9194,21,Male,Desktop,Side,Shopping,Night,0
5527,User9185,23,Non-Binary,Desktop,Top,Shopping,Evening,0
5526,User9183,20,Non-Binary,Desktop,Side,Education,Morning,0
5525,User9182,39,Female,Tablet,Bottom,Education,Morning,0
5523,User9181,39,Female,Tablet,Top,Shopping,Afternoon,0
5522,User9180,19,Female,Desktop,Bottom,Shopping,Night,0
5520,User9161,19,Non-Binary,Desktop,Bottom,Shopping,Afternoon,1
5520,User9162,19,Non-Binary,Desktop,Bottom,Shopping,Afternoon,1
5520,User9172,19,Non-Binary,Desktop,Bottom,Shopping,Afternoon,1
5520,User9173,19,Non-Binary,Desktop,Bottom,Shopping,Afternoon,1
5520,User9174,19,Non-Binary,Desktop,Bottom,Shopping,Afternoon,1
5518,User9160,59,Male,Desktop,Bottom,News,Morning,0
5516,User9157,59,Male,Mobile,Bottom,Entertainment,Afternoon,0
5514,User9148,31,Male,Desktop,Side,Entertainment,Night,1
5514,User9149,31,Male,Desktop,Side,Entertainment,Night,1
5514,User9151,31,Male,Desktop,Side,Entertainment,Night,1
5514,User9152,31,Male,Desktop,Side,Entertainment,Night,1
5514,User9153,31,Male,Desktop,Side,Entertainment,Night,1
5514,User9155,31,Male,Desktop,Side,Entertainment,Night,1
5513,User9146,31,Female,Tablet,Side,Education,Evening,0
5512,User9143,45,Non-Binary,Desktop,Side,Education,Evening,0
5510,User9140,31,Non-Binary,Tablet,Side,Education,Evening,0
5508,User9137,60,Non-Binary,Mobile,Top,Education,Night,0
5507,User9136,31,Non-Binary,Mobile,Top,Education,Morning,0
5505,User9135,31,Non-Binary,Mobile,Top,Education,Afternoon,0
5503,User9130,52,Non-Binary,Mobile,Side,Education,Morning,0
5501,User9117,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5501,User9125,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5501,User9126,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5501,User9128,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5501,User9129,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5501,User913,28,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5500,User9115,28,Non-Binary,Mobile,Bottom,Social Media,Evening,0
5499,User911,23,Non-Binary,Mobile,Top,Entertainment,Night,0
5498,User9091,23,Female,Tablet,Side,Education,Morning,1
5498,User9092,23,Female,Tablet,Side,Education,Morning,1
5498,User9095,23,Female,Tablet,Side,Education,Morning,1
5498,User9098,23,Female,Tablet,Side,Education,Morning,1
5498,User9101,23,Female,Tablet,Side,Education,Morning,1
5498,User9107,23,Female,Tablet,Side,Education,Morning,1
5498,User9109,23,Female,Tablet,Side,Education,Morning,1
5495,User9089,23,Male,Mobile,Bottom,News,Afternoon,1
5495,User909,23,Male,Mobile,Bottom,News,Afternoon,1
5495,User9090,23,Male,Mobile,Bottom,News,Afternoon,1
5490,User9087,50,Non-Binary,Mobile,Top,News,Afternoon,0
5489,User9086,50,Male,Mobile,Bottom,Social Media,Evening,0
5487,User9084,50,Male,Mobile,Bottom,Social Media,Night,0
5486,User9083,19,Male,Mobile,Top,Education,Evening,0
5484,User9078,64,Female,Mobile,Side,Education,Morning,0
5483,User9077,52,Female,Tablet,Side,Education,Morning,0
5482,User9075,34,Female,Mobile,Bottom,Entertainment,Evening,0
5479,User9073,34,Female,Mobile,Side,Entertainment,Afternoon,0
5478,User9071,34,Female,Mobile,Side,Entertainment,Afternoon,0
5472,User9070,59,Female,Mobile,Bottom,Entertainment,Morning,0
5471,User907,59,Female,Desktop,Side,Social Media,Morning,0
5467,User9066,25,Female,Mobile,Top,Social Media,Evening,0
5464,User9064,25,Female,Mobile,Bottom,Social Media,Evening,0
5460,User9062,25,Female,Mobile,Top,Education,Afternoon,0
5459,User9060,25,Female,Mobile,Top,News,Morning,0
5458,User9059,41,Non-Binary,Desktop,Bottom,News,Evening,0
5456,User9058,41,Male,Desktop,Top,News,Evening,0
5451,User9057,23,Male,Desktop,Top,Social Media,Evening,0
5447,User9050,23,Female,Desktop,Bottom,Social Media,Morning,0
5444,User905,22,Female,Tablet,Bottom,Social Media,Evening,0
5439,User9022,38,Female,Tablet,Bottom,Social Media,Afternoon,1
5439,User903,38,Female,Tablet,Side,Social Media,Afternoon,1
5439,User9044,38,Female,Tablet,Side,Social Media,Afternoon,1
5439,User9045,38,Female,Tablet,Side,Social Media,Afternoon,1
5439,User9049,38,Female,Tablet,Side,Social Media,Afternoon,1
5436,User9016,40,Female,Desktop,Side,Social Media,Afternoon,1
5436,User9018,40,Female,Desktop,Top,Social Media,Afternoon,1
5436,User9021,40,Female,Desktop,Top,Social Media,Afternoon,1
5432,User9015,37,Female,Desktop,Top,Social Media,Night,0
5431,User9013,37,Female,Desktop,Side,Social Media,Night,0
5429,User901,58,Female,Tablet,Bottom,Social Media,Night,0
5425,User8982,58,Female,Mobile,Side,Entertainment,Afternoon,1
5425,User8983,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User8984,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User8994,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User8995,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User8996,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User8997,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User9,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User900,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5425,User9008,58,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5423,User8978,58,Male,Desktop,Bottom,Entertainment,Afternoon,0
5421,User8977,47,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
5420,User8973,39,Male,Mobile,Bottom,Entertainment,Morning,1
5420,User8974,39,Male,Mobile,Bottom,Education,Morning,1
5420,User8975,39,Male,Mobile,Bottom,Education,Morning,1
5420,User8976,39,Male,Mobile,Bottom,Education,Morning,1
5419,User896,39,Male,Tablet,Bottom,Education,Morning,1
5419,User8961,39,Male,Tablet,Top,Education,Morning,1
5419,User8964,39,Male,Tablet,Top,Education,Morning,1
5419,User8965,39,Male,Tablet,Top,Education,Morning,1
5419,User8966,39,Male,Tablet,Top,Education,Morning,1
5419,User8970,39,Male,Tablet,Top,Education,Morning,1
5419,User8972,39,Male,Tablet,Top,Education,Morning,1
5418,User8940,34,Male,Tablet,Top,Entertainment,Evening,1
5418,User8942,34,Male,Tablet,Top,Entertainment,Evening,1
5418,User8946,34,Male,Tablet,Top,Entertainment,Evening,1
5418,User8947,34,Male,Mobile,Top,Entertainment,Evening,1
5418,User8948,34,Male,Mobile,Top,Entertainment,Evening,1
5418,User8949,34,Male,Mobile,Top,Entertainment,Evening,1
5418,User8953,34,Male,Mobile,Top,Entertainment,Evening,1
5418,User8954,34,Male,Mobile,Top,Entertainment,Evening,1
5418,User8956,34,Male,Mobile,Top,Entertainment,Evening,1
5418,User8957,34,Male,Mobile,Top,Entertainment,Evening,1
5416,User8938,28,Male,Tablet,Bottom,Entertainment,Afternoon,0
5414,User8921,28,Female,Tablet,Bottom,Entertainment,Evening,1
5414,User8922,28,Female,Desktop,Bottom,Entertainment,Evening,1
5414,User8924,28,Female,Desktop,Bottom,Entertainment,Evening,1
5414,User8925,28,Female,Desktop,Bottom,Entertainment,Evening,1
5414,User8928,28,Female,Desktop,Bottom,Entertainment,Evening,1
5414,User8930,28,Female,Desktop,Bottom,Entertainment,Evening,1
5414,User8932,28,Female,Desktop,Bottom,Entertainment,Evening,1
5414,User8936,28,Female,Desktop,Bottom,Entertainment,Evening,1
